,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
76988,2021,LA,Louisiana,Iberia,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78.1,,,73.3,82.2,68975,22045,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-91.8427057 29.6060126)
76996,2021,LA,Louisiana,West Baton Rouge,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,5.4,6.6,27792,22121,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-91.309808 30.4640516)
76998,2021,LA,Louisiana,Richland,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,21.5,,,18.5,24.6,19805,22083,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.7483534 32.413158)
77004,2021,LA,Louisiana,Red River,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,10.0,13.1,7564,22081,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-93.3490504 32.1012125)
77007,2021,LA,Louisiana,St. Helena,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.5,9.9,10912,22091,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-90.7083074 30.8225386)
77008,2021,LA,Louisiana,Washington,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.4,11.5,45133,22117,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-90.0462534 30.8521435)
77009,2020,LA,Louisiana,Red River,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.6,,,38.1,40.8,7564,22081,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-93.3490504 32.1012125)
77025,2020,LA,Louisiana,Franklin,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,47.8,,,44.3,51.3,19668,22041,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-91.6723711 32.1390764)
77026,2020,LA,Louisiana,West Feliciana,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,77.1,,,73.2,80.7,15494,22125,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-91.421776 30.8733639)
77031,2021,LA,Louisiana,Orleans,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,,,5.7,6.9,376971,22071,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-89.9345018 30.0534195)
77040,2021,LA,Louisiana,Avoyelles,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,39236,22009,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-91.9832748 31.088503)
77041,2020,LA,Louisiana,Lafourche,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.1,,,79.7,84.4,97504,22057,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-90.394849 29.4919925)
77043,2020,LA,Louisiana,Grant,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.8,,,78.3,83.3,22236,22043,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-92.5617156 31.5977873)
77046,2021,LA,Louisiana,Lafourche,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.5,8.0,97504,22057,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-90.394849 29.4919925)
77051,2021,LA,Louisiana,Ascension,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.3,,,20.1,28.8,128369,22005,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-90.9125023 30.2064437)
77054,2020,LA,Louisiana,Pointe Coupee,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.1,,,77.7,82.3,20356,22077,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-91.6046207 30.708319)
77057,2020,LA,Louisiana,East Carroll,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,30.2,36.9,7220,22035,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-91.2341409 32.7301699)
77060,2020,LA,Louisiana,West Carroll,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,38.1,,,29.9,46.2,9594,22123,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-91.4519982 32.7924797)
77063,2020,LA,Louisiana,Evangeline,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.4,,,38.0,40.6,32215,22039,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-92.4040858 30.7206932)
77066,2021,LA,Louisiana,De Soto,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.2,,,5.5,7.0,26919,22031,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-93.7407968 32.0592476)
77071,2021,LA,Louisiana,Claiborne,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,8.1,,,7.2,9.1,14038,22027,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-92.9897278 32.8271597)
77074,2020,LA,Louisiana,St. James,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.7,,,12.8,20.9,19742,22093,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-90.7939562 30.0247772)
77077,2020,LA,Louisiana,Winn,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,33.3,,,26.8,40.0,13488,22127,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-92.6412694 31.9411871)
77080,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.1,3.8,22687,22003,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-92.8196052 30.6527435)
77083,2021,LA,Louisiana,Sabine,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.6,,,18.0,23.5,22135,22085,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-93.5595793 31.5604024)
77091,2021,LA,Louisiana,East Feliciana,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,10.8,14.3,19338,22037,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-91.0434338 30.8397837)
77102,2021,LA,Louisiana,Livingston,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.9,,,15.0,21.2,145830,22063,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-90.7274738 30.4404194)
77109,2021,LA,Louisiana,Iberia,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.8,,,13.6,20.2,68975,22045,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-91.8427057 29.6060126)
77111,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.2,6.4,9799,22065,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-91.2319321 32.3468782)
77112,2021,LA,Louisiana,Vernon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.3,47.4,48027,22115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.18833 31.1028407)
77115,2021,LA,Louisiana,Ouachita,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,31.8,,,26.7,37.2,158768,22073,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-92.1515814 32.480932)
77117,2021,LA,Louisiana,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,12.7,18.8,14876,22049,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-92.5616997 32.3042901)
77118,2021,LA,Louisiana,De Soto,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.3,,,80.0,86.2,26919,22031,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-93.7407968 32.0592476)
77119,2021,LA,Louisiana,Caddo,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.4,233092,22017,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-93.8849698 32.5801062)
77127,2020,LA,Louisiana,Concordia,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,66.7,,,64.2,69.6,18376,22029,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-91.626315 31.4698053)
77133,2021,LA,Louisiana,Terrebonne,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,34.2,42.2,108708,22109,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-90.8436739 29.3341299)
77141,2020,LA,Louisiana,St. John the Baptist,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.7,,,75.6,81.3,42094,22095,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-90.4909596 30.1440682)
77144,2021,LA,Louisiana,Lafayette,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.9,,,10.1,14.0,244205,22055,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-92.06417 30.2065065)
77150,2021,LA,Louisiana,Washington,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,10.9,14.2,45133,22117,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-90.0462534 30.8521435)
77151,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.5,12.4,22135,22085,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-93.5595793 31.5604024)
77153,2021,LA,Louisiana,Washington,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,34.4,,,30.1,38.6,45133,22117,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-90.0462534 30.8521435)
77158,2021,LA,Louisiana,LaSalle,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.5,,,33.6,43.6,14834,22059,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-92.1615956 31.6800826)
77162,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.0,,,23.0,31.2,22687,22003,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-92.8196052 30.6527435)
77167,2020,LA,Louisiana,St. Bernard,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.1,,,12.5,22.2,44258,22087,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-89.2634941 29.9181102)
77174,2020,LA,Louisiana,Bossier,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.6,,,81.5,85.6,129144,22015,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-93.6265609 32.6984813)
77176,2021,LA,Louisiana,Vermilion,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.5,,,75.1,83.6,57204,22113,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-92.2915678 29.7897222)
77177,2021,LA,Louisiana,Franklin,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,21.9,,,18.8,25.1,19668,22041,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.6723711 32.1390764)
77184,2021,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.5,,,6.7,10.6,453301,22033,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-91.093131 30.5439297)
77186,2021,LA,Louisiana,East Carroll,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,52.1,,,46.4,57.8,7220,22035,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-91.2341409 32.7301699)
77193,2020,LA,Louisiana,Jefferson Davis,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,67.6,,,64.3,70.8,32345,22053,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-92.8162205 30.2695293)
77200,2021,LA,Louisiana,Jefferson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.8,,,19.6,26.2,433688,22051,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-90.036231 29.5033)
77204,2021,LA,Louisiana,Livingston,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,31.6,,,26.9,36.1,145830,22063,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-90.7274738 30.4404194)
77206,2021,LA,Louisiana,West Carroll,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,9.2,12.1,9594,22123,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-91.4519982 32.7924797)
77218,2021,LA,Louisiana,Bienville,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.2,,,78.8,85.3,12776,22013,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-93.0411511 32.3409517)
77225,2020,LA,Louisiana,De Soto,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,36.2,,,29.5,43.6,26919,22031,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-93.7407968 32.0592476)
77227,2021,LA,Louisiana,Vermilion,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.1,,,23.4,31.0,57204,22113,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-92.2915678 29.7897222)
77228,2021,LA,Louisiana,Rapides,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26.7,,,22.4,31.4,128654,22079,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-92.5359531 31.1932037)
77235,2021,LA,Louisiana,West Carroll,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,38.8,,,34.1,43.6,9594,22123,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-91.4519982 32.7924797)
77238,2020,LA,Louisiana,LaSalle,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.5,,,77.9,83.0,14834,22059,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-92.1615956 31.6800826)
77241,2021,LA,Louisiana,Assumption,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.8,9.0,20689,22007,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-91.0652194 29.9032998)
77243,2021,LA,Louisiana,Claiborne,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,40.6,,,34.9,46.8,14038,22027,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-92.9897278 32.8271597)
77248,2020,LA,Louisiana,St. Mary,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,30.3,,,25.4,35.5,48232,22101,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-91.4638037 29.6293488)
77251,2021,LA,Louisiana,Tensas,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,16.7,,,14.6,19.0,4043,22107,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.342576 32.0014894)
77254,2021,LA,Louisiana,Morehouse,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,4.0,5.0,25025,22067,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-91.8003988 32.8200082)
77262,2021,LA,Louisiana,Jefferson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.7,,,11.0,14.4,433688,22051,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-90.036231 29.5033)
77267,2021,LA,Louisiana,Tangipahoa,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.3,135217,22105,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-90.4064899 30.6213483)
77275,2020,LA,Louisiana,Lafayette,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.8,,,30.6,43.1,244205,22055,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-92.06417 30.2065065)
77279,2021,LA,Louisiana,LaSalle,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.8,,,3.3,4.3,14834,22059,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-92.1615956 31.6800826)
77282,2021,LA,Louisiana,St. Mary,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.0,,,9.7,12.5,48232,22101,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-91.4638037 29.6293488)
77287,2021,LA,Louisiana,Iberia,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.0,,,6.3,7.7,68975,22045,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-91.8427057 29.6060126)
77289,2021,LA,Louisiana,Sabine,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,7.0,8.9,22135,22085,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-93.5595793 31.5604024)
77295,2021,LA,Louisiana,Jefferson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.3,,,12.7,18.0,433688,22051,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-90.036231 29.5033)
77297,2021,LA,Louisiana,Beauregard,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.5,,,72.7,81.9,36584,22011,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-93.3402526 30.6450184)
77302,2020,LA,Louisiana,St. Charles,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.1,,,37.0,52.1,52282,22089,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-90.3578553 29.9057222)
77310,2021,LA,Louisiana,Madison,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.6,,,15.4,20.1,9799,22065,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-91.2319321 32.3468782)
77315,2020,LA,Louisiana,Calcasieu,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,40.2,,,38.8,41.5,205282,22019,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-93.3580154 30.2295588)
77318,2020,LA,Louisiana,Ascension,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.2,,,8.4,16.7,128369,22005,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-90.9125023 30.2064437)
77324,2020,LA,Louisiana,Washington,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.6,,,78.5,82.8,45133,22117,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-90.0462534 30.8521435)
77327,2021,LA,Louisiana,St. James,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.2,,,26.7,35.8,19742,22093,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-90.7939562 30.0247772)
77330,2021,LA,Louisiana,Webster,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,9.8,,,8.7,11.0,36184,22119,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-93.3398245 32.7321522)
77333,2021,LA,Louisiana,Catahoula,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.3,,,16.7,21.8,8805,22025,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-91.846703 31.666517)
77338,2021,LA,Louisiana,East Feliciana,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,24.6,34.8,19338,22037,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-91.0434338 30.8397837)
77345,2021,LA,Louisiana,St. Helena,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,24.5,,,21.4,27.8,10912,22091,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-90.7083074 30.8225386)
77350,2020,LA,Louisiana,Claiborne,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,43.1,,,39.8,46.8,14038,22027,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-92.9897278 32.8271597)
77356,2021,LA,Louisiana,St. Martin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.8,,,5.9,7.8,51540,22099,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-91.6114814 30.1214329)
77357,2020,LA,Louisiana,East Carroll,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,25.1,,,20.2,30.4,7220,22035,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-91.2341409 32.7301699)
